name,country,country_code,city,address,latitude,longitude,parent_group,website,founded_year,total_assets_millions_eur,customer_count_thousands,deposit_volume_millions_eur,loan_volume_millions_eur,employee_count,branch_count,reporting_year,mobile_banking,mobile_banking_evidence,open_banking,open_banking_evidence,digital_onboarding,digital_onboarding_evidence,ai_chatbot,ai_chatbot_evidence,devops_cloud,devops_cloud_evidence,featured
Sparkasse Rotenburg Osterholz,Germany,DE,Zeven,,53.2954396,9.2816165,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Oberlausitz-Niederschlesien,Germany,DE,Zittau,,50.8960964,14.8064807,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Zwickau,Germany,DE,Zwickau,,50.7185043,12.4939267,Sparkassen-Finanzgruppe,,,,,,,,,,none,,none,,none,,none,,none,,false
Caixa Ontinyent,Spain,ES,Ontinyent,,38.8208523,-0.6099929,CECA,https://www.caixaontinyent.es,,,,,,,,,none,,none,,none,,none,,none,,false
Caixa Pollença (Colonya),Spain,ES,Pollença,,39.8792073,3.0157098,CECA,https://www.colonya.es,,,,,,,,,none,,none,,none,,none,,none,,false
Cecabank,Spain,ES,Madrid,,40.416782,-3.703507,CECA,https://www.cecabank.es,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 BV,Norway,NO,Tonsberg,,59.3549795,10.2820491,SpareBank 1 Alliance,https://www.sparebank1.no/bv,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Ringerike Hadeland,Norway,NO,Honefoss,,60.1662082,10.255486,SpareBank 1 Alliance,https://www.sparebank1.no/ringerike-hadeland,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Hallingdal Valdres,Norway,NO,Gol,,60.7513391,9.0123018,SpareBank 1 Alliance,https://www.sparebank1.no/hallingdal-valdres,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Modum,Norway,NO,Vikersund,,59.9660881,9.994865,SpareBank 1 Alliance,https://www.sparebank1.no/modum,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Sorost-Norge,Norway,NO,Arendal,,58.4267301,8.9469491,SpareBank 1 Alliance,https://www.sparebank1.no/sorost-norge,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Telemark,Norway,NO,Skien,,59.2662883,9.5311354,SpareBank 1 Alliance,https://www.sparebank1.no/telemark,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Nordmore,Norway,NO,Kristiansund,,63.2168194,7.545259,SpareBank 1 Alliance,https://www.sparebank1.no/nordmore,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Helgeland,Norway,NO,Mo i Rana,,66.3110969,14.1386991,SpareBank 1 Alliance,https://www.sparebank1.no/helgeland,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Lom og Skjak,Norway,NO,Lom,,61.7142578,8.4258977,SpareBank 1 Alliance,https://www.sparebank1.no/lom-og-skjaak,,,,,,,,,none,,none,,none,,none,,none,,false
SpareBank 1 Gudbrandsdal,Norway,NO,Lillehammer,,61.1333408,10.4265855,SpareBank 1 Alliance,https://www.sparebank1.no/gudbrandsdal,,,,,,,,,none,,none,,none,,none,,none,,false
Sparebanken Din,Norway,NO,Notodden,,59.6871024,9.1508082,Eika Gruppen,https://www.sparebankendin.no,,,,,,,,,none,,none,,none,,none,,none,,false
Aurskog Sparebank,Norway,NO,Aurskog,,59.9270067,11.4681016,Eika Gruppen,https://www.aurskog-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Bien Sparebank,Norway,NO,Drammen,,59.6964936,10.175642,Eika Gruppen,https://www.bien.no,,,,,,,,,none,,none,,none,,none,,none,,false
Cultura Sparebank,Norway,NO,Oslo,,59.9133301,10.7389701,Eika Gruppen,https://www.markup.no,,,,,,,,,none,,none,,none,,none,,none,,false
Drangedal Sparebank,Norway,NO,Drangedal,,59.0908937,8.9687835,Eika Gruppen,https://www.drangedalsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Eidsberg Sparebank,Norway,NO,Mysen,,59.5537833,11.3240316,Eika Gruppen,https://www.eidsbergsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Etne Sparebank,Norway,NO,Etne,,59.7985899,6.294995,Eika Gruppen,https://www.etnesparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Flekkefjord Sparebank,Norway,NO,Flekkefjord,,58.2949357,6.6129626,Eika Gruppen,https://www.flekkefjordsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Grue Sparebank,Norway,NO,Kirkenær,,60.4563259,12.0607394,Eika Gruppen,https://www.gruesparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Haltdalen Sparebank,Norway,NO,Haltdalen,,62.926567,11.1409006,Eika Gruppen,https://www.haltdalensparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Hjartdal og Gransherad Sparebank,Norway,NO,Hjartdal,,59.6930294,8.690956,Eika Gruppen,https://www.hjartdalsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Indre Sogn Sparebank,Norway,NO,Laerdal,,61.0386134,7.8032867,Eika Gruppen,https://www.issb.no,,,,,,,,,none,,none,,none,,none,,none,,false
Jaeren Sparebank,Norway,NO,Bryne,,58.735525,5.6478183,Eika Gruppen,https://www.jaerensparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Kvinesdal Sparebank,Norway,NO,Kvinesdal,,58.5181307,6.953961,Eika Gruppen,https://www.kvinesdalsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Lillesands Sparebank,Norway,NO,Lillesand,,58.1161123,8.4403257,Eika Gruppen,https://www.lillesandssparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Luster Sparebank,Norway,NO,Gaupne,,61.4046801,7.2945685,Eika Gruppen,https://www.lustersparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Marker Sparebank,Norway,NO,Orje,,59.480231,11.6601637,Eika Gruppen,https://www.markersparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Melhus Sparebank,Norway,NO,Melhus,,63.1814332,10.3081345,Eika Gruppen,https://www.melhussparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Odal Sparebank,Norway,NO,Sand,,60.3921461,11.5402005,Eika Gruppen,https://www.odalsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Ofoten Sparebank,Norway,NO,Narvik,,68.4383796,17.4271978,Eika Gruppen,https://www.ofotensparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Orkla Sparebank,Norway,NO,Orkanger,,63.304819,9.8496676,Eika Gruppen,https://www.orklasparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Romsdals Budstikke Sparebank,Norway,NO,Molde,,62.6016257,8.1386208,Eika Gruppen,,,,,,,,,,none,,none,,none,,none,,none,,false
Sandnes Sparebank,Norway,NO,Sandnes,,58.983132,6.394641,Eika Gruppen,https://www.sandnes-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Selbu Sparebank,Norway,NO,Selbu,,63.1754254,11.1596265,Eika Gruppen,https://www.selbusparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Skagerrak Sparebank,Norway,NO,Kragero,,58.8696217,9.4142145,Eika Gruppen,https://www.skagerraksparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Skudenes og Aakra Sparebank,Norway,NO,Skudeneshavn,,59.1497472,5.2581715,Eika Gruppen,https://www.sassparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Sparebanken Narvik,Norway,NO,Narvik,,68.4383796,17.4271978,Eika Gruppen,https://www.sbnarvik.no,,,,,,,,,none,,none,,none,,none,,none,,false
Stadsbygd Sparebank,Norway,NO,Stadsbygd,,63.5106988,10.0168051,Eika Gruppen,https://www.stadsbygdsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Sunndal Sparebank,Norway,NO,Sunndalsora,,62.6565786,8.6853825,Eika Gruppen,https://www.sunndal-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Tolga-Os Sparebank,Norway,NO,Tolga,,62.3718777,11.0704637,Eika Gruppen,https://www.tolga-os.no,,,,,,,,,none,,none,,none,,none,,none,,false
Totens Sparebank,Norway,NO,Lena,,60.6739717,10.8134458,Eika Gruppen,https://www.totenssparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Trøgstad Sparebank,Norway,NO,Mysen,,59.5537833,11.3240316,Eika Gruppen,https://www.trogstadsparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Tysnes Sparebank,Norway,NO,Tysnes,,59.9840352,5.5580336,Eika Gruppen,https://www.tysnes-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Valle Sparebank,Norway,NO,Valle,,59.1690716,7.4247694,Eika Gruppen,https://www.vallesparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Voss Sparebank,Norway,NO,Voss,,60.6837067,6.4079051,Eika Gruppen,https://www.vfrb.no,,,,,,,,,none,,none,,none,,none,,none,,false
Helgeland Sparebank,Norway,NO,Mosjoen,,65.8375342,13.1892098,,https://www.helgeland-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Sparebanken Sogn og Fjordane,Norway,NO,Forde,,61.4521759,5.8571725,,https://www.ssf.no,,,,,,,,,none,,none,,none,,none,,none,,false
Sparebanken More,Norway,NO,Aalesund,,62.465599,6.250846,,https://www.sbmore.no,,,,,,,,,none,,none,,none,,none,,none,,false
Fana Sparebank,Norway,NO,Bergen,,60.3943055,5.3259192,,https://www.fana-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Haugesund Sparebank,Norway,NO,Haugesund,,59.4682479,5.0827612,,https://www.haugesund-sparebank.no,,,,,,,,,none,,none,,none,,none,,none,,false
Karntner Sparkasse,Austria,AT,Klagenfurt,,46.623943,14.3075976,Erste Group / Sparkassen,https://www.sparkasse.at/kaernten,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse der Stadt Amstetten,Austria,AT,Amstetten,,48.1203262,14.8752424,Erste Group / Sparkassen,https://www.sparkasse.at/amstetten,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Baden,Austria,AT,Baden,,48.0076713,16.2343693,Erste Group / Sparkassen,https://www.sparkasse.at/baden,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Hainburg-Bruck-Neusiedl,Austria,AT,Hainburg an der Donau,,48.1466103,16.9422459,Erste Group / Sparkassen,https://www.sparkasse.at/hainburg,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Horn-Ravelsbach-Kirchberg,Austria,AT,Horn,,48.6636596,15.6563147,Erste Group / Sparkassen,https://www.sparkasse.at/horn,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Korneuburg,Austria,AT,Korneuburg,,48.3440605,16.3334321,Erste Group / Sparkassen,https://www.sparkasse.at/korneuburg,,,,,,,,,none,,none,,none,,none,,none,,false
Kremser Bank und Sparkassen,Austria,AT,Krems an der Donau,,48.4108382,15.6003717,Erste Group / Sparkassen,https://www.sparkasse.at/kremsersparkasse,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Neunkirchen,Austria,AT,Neunkirchen,,47.7221147,16.081602,Erste Group / Sparkassen,https://www.sparkasse.at/neunkirchen,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Niederosterreich Mitte West,Austria,AT,Sankt Polten,,48.2043985,15.6229118,Erste Group / Sparkassen,https://www.sparkasse.at/noe-mitte-west,,,,,,,,,none,,none,,none,,none,,none,,false
Waldviertler Sparkasse von 1842,Austria,AT,Waidhofen an der Thaya,,48.8146165,15.284518,Erste Group / Sparkassen,https://www.sparkasse.at/waldviertler,,,,,,,,,none,,none,,none,,none,,none,,false
Wiener Neustadter Sparkasse,Austria,AT,Wiener Neustadt,,47.8131847,16.2441166,Erste Group / Sparkassen,https://www.sparkasse.at/wiener-neustaedter,,,,,,,,,none,,none,,none,,none,,none,,false
Allgemeine Sparkasse Oberosterreich,Austria,AT,Linz,,48.3059078,14.286198,Erste Group / Sparkassen,https://www.sparkasse.at/oberoesterreich,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Salzkammergut,Austria,AT,Bad Ischl,,47.7115299,13.6239333,Erste Group / Sparkassen,https://www.sparkasse.at/salzkammergut,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Eferding-Peuerbach-Waizenkirchen,Austria,AT,Eferding,,48.3082607,14.0203999,Erste Group / Sparkassen,https://www.sparkasse.at/eferding,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Kremstal-Pyhrn,Austria,AT,Kirchdorf an der Krems,,47.905194,14.1244169,Erste Group / Sparkassen,https://www.sparkasse.at/kremstal-pyhrn,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Muhlviertel-West,Austria,AT,Rohrbach,,48.5723052,13.9908156,Erste Group / Sparkassen,https://www.sparkasse.at/muehlviertel-west,,,,,,,,,none,,none,,none,,none,,none,,false
Salzburger Sparkasse,Austria,AT,Salzburg,,47.7981346,13.0464806,Erste Group / Sparkassen,https://www.sparkasse.at/salzburg,,,,,,,,,none,,none,,none,,none,,none,,false
Steiermarkische Sparkasse,Austria,AT,Graz,,47.0708678,15.4382786,Erste Group / Sparkassen,https://www.sparkasse.at/steiermaerkische,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Hartberg-Vorau,Austria,AT,Hartberg,,47.2809371,15.9691769,Erste Group / Sparkassen,https://www.sparkasse.at/hartberg-vorau,,,,,,,,,none,,none,,none,,none,,none,,false
Tiroler Sparkasse,Austria,AT,Innsbruck,,47.2654296,11.3927685,Erste Group / Sparkassen,https://www.sparkasse.at/tirol,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Imst,Austria,AT,Imst,,47.2381536,10.7406982,Erste Group / Sparkassen,https://www.sparkasse.at/imst,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse der Stadt Kitzbuhel,Austria,AT,Kitzbuhel,,47.4463585,12.3911473,Erste Group / Sparkassen,https://www.sparkasse.at/kitzbuehel,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Kufstein,Austria,AT,Kufstein,,47.582996,12.1692134,Erste Group / Sparkassen,https://www.sparkasse.at/kufstein,,,,,,,,,none,,none,,none,,none,,none,,false
Lienzer Sparkasse,Austria,AT,Lienz,,46.8298662,12.7681269,Erste Group / Sparkassen,https://www.sparkasse.at/lienz,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Schwaz,Austria,AT,Schwaz,,47.3449529,11.7084253,Erste Group / Sparkassen,https://www.sparkasse.at/schwaz,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Reutte,Austria,AT,Reutte,,47.4891092,10.7187955,Erste Group / Sparkassen,https://www.sparkasse.at/reutte,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Bludenz,Austria,AT,Bludenz,,47.153037,9.8219314,Erste Group / Sparkassen,https://www.sparkasse.at/bludenz,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse Bregenz,Austria,AT,Bregenz,,47.5025779,9.7472924,Erste Group / Sparkassen,https://www.sparkasse.at/bregenz,,,,,,,,,none,,none,,none,,none,,none,,false
Dornbirner Sparkasse,Austria,AT,Dornbirn,,47.4136351,9.7423762,Erste Group / Sparkassen,https://www.sparkasse.at/dornbirn,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse der Stadt Feldkirch,Austria,AT,Feldkirch,,47.2375671,9.5981724,Erste Group / Sparkassen,https://www.sparkasse.at/feldkirch,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Ile-de-France,France,FR,Paris,,48.8588897,2.320041,BPCE,https://www.caisse-epargne.fr/ile-de-france/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Loire Drome Ardeche,France,FR,Saint-Etienne,,45.4401467,4.3873058,BPCE,https://www.caisse-epargne.fr/loire-drome-ardeche/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Rhone Alpes,France,FR,Lyon,,45.7578137,4.8320114,BPCE,https://www.caisse-epargne.fr/rhone-alpes/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Cote d'Azur,France,FR,Nice,,43.7009358,7.2683912,BPCE,https://www.caisse-epargne.fr/cote-d-azur/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Aquitaine Poitou-Charentes,France,FR,Bordeaux,,44.841225,-0.5800364,BPCE,https://www.caisse-epargne.fr/aquitaine-poitou-charentes/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Grand Est Europe,France,FR,Strasbourg,,48.584614,7.7507127,BPCE,https://www.caisse-epargne.fr/grand-est-europe/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Hauts de France,France,FR,Lille,,50.6365654,3.0635282,BPCE,https://www.caisse-epargne.fr/hauts-de-france/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Normandie,France,FR,Rouen,,49.4404591,1.0939658,BPCE,https://www.caisse-epargne.fr/normandie/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Midi-Pyrenees,France,FR,Toulouse,,43.6044638,1.4442433,BPCE,https://www.caisse-epargne.fr/midi-pyrenees/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne CEPAC,France,FR,Marseille,,43.2961743,5.3699525,BPCE,https://www.caisse-epargne.fr/cepac/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Languedoc Roussillon,France,FR,Montpellier,,43.6112422,3.8767337,BPCE,https://www.caisse-epargne.fr/languedoc-roussillon/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Bretagne Pays de Loire,France,FR,Rennes,,48.1113387,-1.6800198,BPCE,https://www.caisse-epargne.fr/bretagne-pays-de-loire/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Bourgogne Franche-Comte,France,FR,Dijon,,47.3215806,5.0414701,BPCE,https://www.caisse-epargne.fr/bourgogne-franche-comte/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Auvergne et Limousin,France,FR,Clermont-Ferrand,,45.7774551,3.0819427,BPCE,https://www.caisse-epargne.fr/auvergne-limousin/,,,,,,,,,none,,none,,none,,none,,none,,false
Caisse d'Epargne Loire Centre,France,FR,Orleans,,47.9027336,1.9086066,BPCE,https://www.caisse-epargne.fr/loire-centre/,,,,,,,,,none,,none,,none,,none,,none,,false
Aito Saastopankki,Finland,FI,Tampere,,61.4977929,23.7616372,Savings Banks Group,https://www.saastopankki.fi/fi-fi/pankit-ja-konttorit/aito-saastopankki,,,,,,,,,none,,none,,none,,none,,none,,false
Avain Saastopankki,Finland,FI,Kauhava,,63.0993728,23.0569547,Savings Banks Group,https://www.saastopankki.fi/fi-fi/pankit-ja-konttorit/avain-saastopankki,,,,,,,,,none,,none,,none,,none,,none,,false
Helmi Saastopankki,Finland,FI,Lahti,,60.982628,25.6613418,Savings Banks Group,https://www.saastopankki.fi/fi-fi/pankit-ja-konttorit/helmi-saastopankki,,,,,,,,,none,,none,,none,,none,,none,,false
Lammin Saastopankki,Finland,FI,Hameenlinna,,60.9966192,24.465141,Savings Banks Group,https://www.saastopankki.fi/fi-fi/pankit-ja-konttorit/lammin-saastopankki,,,,,,,,,none,,none,,none,,none,,none,,false
Lansi-Uudenmaan Saastopankki,Finland,FI,Lohja,,60.2512041,24.0676953,Savings Banks Group,https://www.saastopankki.fi/fi-fi/pankit-ja-konttorit/lansi-uudenmaan-saastopankki,,,,,,,,,none,,none,,none,,none,,none,,false
Myrskyla Saastopankki,Finland,FI,Myrskyla,,60.6702833,25.8513925,Savings Banks Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Nooa Saastopankki,Finland,FI,Helsinki,,60.1666204,24.9435408,Savings Banks Group,https://www.saastopankki.fi/fi-fi/pankit-ja-konttorit/nooa-saastopankki,,,,,,,,,none,,none,,none,,none,,none,,false
Someron Saastopankki,Finland,FI,Somero,,60.6299165,23.5139982,Savings Banks Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Saastopankki Optia,Finland,FI,Iisalmi,,63.5588594,27.1909622,Savings Banks Group,https://www.saastopankki.fi/fi-fi/pankit-ja-konttorit/saastopankki-optia,,,,,,,,,none,,none,,none,,none,,none,,false
Saastopankki Sinetti,Finland,FI,Orivesi,,61.6775495,24.3587506,Savings Banks Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Sparkasse - Cassa di Risparmio di Bolzano,Italy,IT,Bolzano,,46.6559455,11.2302129,,https://www.sparkasse.it,,,,,,,,,none,,none,,none,,none,,none,,false
La Cassa di Ravenna,Italy,IT,Ravenna,,44.3640607,12.0590095,,https://www.lacassa.com,,,,,,,,,none,,none,,none,,none,,none,,false
Cassa di Risparmio di Volterra,Italy,IT,Volterra,,43.400337,10.860019,,https://www.cfrv.it,,,,,,,,,none,,none,,none,,none,,none,,false
Cassa di Risparmio di Cento,Italy,IT,Cento,,44.7274395,11.2903029,,https://www.cfrcentro.it,,,,,,,,,none,,none,,none,,none,,none,,false
Cassa di Risparmio di Fermo,Italy,IT,Fermo,,43.0922489,13.6387681,,https://www.carifermo.it,,,,,,,,,none,,none,,none,,none,,none,,false
Cassa di Risparmio di Fossano,Italy,IT,Fossano,,44.5493489,7.7250155,,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Cassa di Risparmio di Savigliano,Italy,IT,Savigliano,,44.644037,7.655929,,https://www.bancacrs.it,,,,,,,,,none,,none,,none,,none,,none,,false
Cassa di Risparmio di Orvieto,Italy,IT,Orvieto,,42.7186152,12.1087907,,https://www.crorvieto.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banco di Sardegna,Italy,IT,Sassari,,40.7234746,8.5612674,BPER Banca,https://www.bancosardegna.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Popolare Pugliese,Italy,IT,Matino,,40.0325103,18.1338533,,https://www.bfrfrancese.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Popolare di Lajatico,Italy,IT,Lajatico,,43.4754178,10.7282838,,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Popolare di Cortona,Italy,IT,Cortona,,43.2752976,11.9850623,,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Popolare del Frusinate,Italy,IT,Frosinone,,41.6285468,13.5758498,,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca di Credito Popolare,Italy,IT,Torre del Greco,,40.7879211,14.3682813,,https://www.bfrp.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Popolare del Lazio,Italy,IT,Velletri,,41.6867015,12.7770433,,https://www.bfrfrancese.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Valsabbina,Italy,IT,Vestone,,45.7106124,10.4042112,,https://www.bfrfrancese.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca di Piacenza,Italy,IT,Piacenza,,44.8476352,9.6665313,,https://www.bancadipiacenza.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Agricola Popolare di Ragusa,Italy,IT,Ragusa,,36.9256833,14.7307456,,https://www.bafrr.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Popolare di Puglia e Basilicata,Italy,IT,Altamura,,40.8543354,16.566605,,https://www.bfrs.it,,,,,,,,,none,,none,,none,,none,,none,,false
BCC di Roma,Italy,IT,Rome,,41.8933203,12.4829321,BCC Iccrea Group,https://www.bfrfrancese.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Centro Credito Cooperativo Toscana-Umbria,Italy,IT,Arezzo,,43.5171442,11.7639282,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca della Marca,Italy,IT,Orsago,,45.9308608,12.4235873,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca delle Terre Venete,Italy,IT,Castelfranco Veneto,,45.6712889,11.926151,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
BCC Milano,Italy,IT,Milan,,45.4641943,9.1896346,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
BCC Pordenonese e Monsile,Italy,IT,Azzano Decimo,,45.8774201,12.7065784,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Emil Banca Credito Cooperativo,Italy,IT,Bologna,,44.4938203,11.3426327,BCC Iccrea Group,https://www.emilbanca.it,,,,,,,,,none,,none,,none,,none,,none,,false
BCC Veneta,Italy,IT,Padova,,45.391408,11.8058487,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca del Territorio Lombardo,Italy,IT,Brescia,,45.7795805,10.425873,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca d'Alba,Italy,IT,Alba,,44.7007236,8.0357786,BCC Iccrea Group,https://www.bancadalba.it,,,,,,,,,none,,none,,none,,none,,none,,false
Credito Cooperativo Ravennate Forlivese e Imolese,Italy,IT,Faenza,,44.2855555,11.8832055,BCC Iccrea Group,,,,,,,,,,none,,none,,none,,none,,none,,false
Cassa Padana BCC,Italy,IT,Leno,,45.3670119,10.2184518,Cassa Centrale Banca,,,,,,,,,,none,,none,,none,,none,,none,,false
Banca Prealpi SanBiagio,Italy,IT,Tarzo,,45.9735216,12.2316099,Cassa Centrale Banca,,,,,,,,,,none,,none,,none,,none,,none,,false
Raiffeisen Landesbank Sudtirol,Italy,IT,Bolzano,,46.6559455,11.2302129,Raiffeisen Sudtirol,https://www.raiffeisen.it,,,,,,,,,none,,none,,none,,none,,none,,false
Raiffeisenkasse Meran,Italy,IT,Merano,,46.6713536,11.1646348,Raiffeisen Sudtirol,,,,,,,,,,none,,none,,none,,none,,none,,false
Raiffeisenkasse Bruneck,Italy,IT,Brunico,,46.7963194,11.9355121,Raiffeisen Sudtirol,,,,,,,,,,none,,none,,none,,none,,none,,false
Raiffeisenkasse Eisacktal,Italy,IT,Bressanone,,46.716413,11.657792,Raiffeisen Sudtirol,,,,,,,,,,none,,none,,none,,none,,none,,false
Credito Emiliano (CREDEM),Italy,IT,Reggio Emilia,,44.6086674,10.5940667,,https://www.credem.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca del Piemonte,Italy,IT,Turin,,45.0677551,7.6824892,,https://www.bfrfrancese.it,,,,,,,,,none,,none,,none,,none,,none,,false
Banca di Cividale,Italy,IT,Cividale del Friuli,,46.0936233,13.4303277,,https://www.civibank.it,,,,,,,,,none,,none,,none,,none,,none,,false
Arbejdernes Landsbank,Denmark,DK,Copenhagen,,55.6867243,12.5700724,,https://www.al-bank.dk,,,,,,,,,none,,none,,none,,none,,none,,false
Sparekassen Kronjylland,Denmark,DK,Randers,,56.4617545,10.0371476,,https://www.sparekassenkronjylland.dk,,,,,,,,,none,,none,,none,,none,,none,,false
Danske Andelskassers Bank,Denmark,DK,Aarhus,,56.1496278,10.2134046,,https://www.dab.dk,,,,,,,,,none,,none,,none,,none,,none,,false
Middelfart Sparekasse,Denmark,DK,Middelfart,,55.4993014,9.7392181,,https://www.middelfart-sparekasse.dk,,,,,,,,,none,,none,,none,,none,,none,,false
Argenta,Belgium,BE,Antwerp,,51.2211097,4.3997081,,https://www.argenta.be,,,,,,,,,none,,none,,none,,none,,none,,false
Crelan,Belgium,BE,Brussels,,50.8467372,4.352493,,https://www.crelan.be,,,,,,,,,none,,none,,none,,none,,none,,false
MagNet Bank,Hungary,HU,Budapest,,47.4978789,19.0402383,,https://www.magnetbank.hu,,,,,,,,,none,,none,,none,,none,,none,,false
